"Dictamen" "Antig_feina" "Vivenda" "Plaç" "Edat" "Estat_civil" "Registres" "Tipus_feina" "Despeses" "Ingressos" "Patrimoni" "Carrecs_pat" "Import_sol" "Preu_finan" "Rati_fin" "Estalvi"
"2458" "negatiu" 5 "lloguer" 36 48 "casat" "reg_no" "autonom" 97 365 0 0 1300 1736 74.8847926267281 7.42153846153846
"2459" "negatiu" 1 "altres_viv" 36 44 "casat" "reg_si" "fixe" 60 154 2500 0 2000 2500 80 1.692
"2460" "negatiu" 0 "pares" 36 29 "divorciat" "reg_no" "autonom" 35 81 0 0 650 975 66.6666666666667 2.54769230769231
"2461" "negatiu" 4 "lloguer" 60 46 "casat" "reg_no" "autonom" 70 100 0 0 2400 2500 96 0.75
"2462" "positiu" 0 "pares" 36 23 "solter" "reg_no" "fixe" 35 70 0 0 900 1210 74.3801652892562 1.4
"2463" "positiu" 2 "altres_viv" 48 29 "solter" "reg_no" "fixe" 35 75 0 0 650 824 78.8834951456311 2.95384615384615
"2464" "positiu" 25 "escriptura" 60 63 "casat" "reg_si" "autonom" 60 60 47500 3360 1000 1162 86.0585197934596 -2.016
"2465" "positiu" 17 "lloguer" 24 40 "casat" "reg_si" "fixe" 58 128 0 0 700 982 71.2830957230143 2.4
"2466" "positiu" 14 "pares" 48 37 "casat" "reg_si" "fixe" 60 120 0 0 1000 1189 84.1042893187553 2.88
"2467" "negatiu" 0 "altres_viv" 60 23 "solter" "reg_no" "fixe" 35 83 0 0 700 969 72.2394220846233 4.11428571428571
"2468" "positiu" 15 "escriptura" 36 49 "casat" "reg_no" "fixe" 75 113 8000 0 1050 1055 99.5260663507109 1.30285714285714
"2469" "negatiu" 16 "lloguer" 60 40 "casat" "reg_no" "autonom" 82 71 0 0 2000 2250 88.8888888888889 -0.33
"2470" "positiu" 16 "escriptura" 36 40 "casat" "reg_si" "fixe" 90 120 6000 0 900 1150 78.2608695652174 1.2
"2471" "positiu" 1 "pares" 36 23 "solter" "reg_no" "fixe" 35 55 5000 0 775 925 83.7837837837838 0.929032258064516
"2472" "positiu" 15 "escriptura" 36 42 "solter" "reg_no" "fixe" 35 90 5000 3000 1000 1243 80.450522928399 0.9
"2473" "positiu" 5 "escriptura" 60 35 "casat" "reg_no" "autonom" 45 80 3500 0 700 768 91.1458333333333 3
"2474" "positiu" 5 "lloguer" 48 28 "casat" "reg_si" "fixe" 60 154 3000 0 825 1661 49.6688741721854 5.46909090909091
"2475" "negatiu" 0 "escriptura" 48 39 "casat" "reg_no" "autonom" 60 16 3000 0 850 1053 80.7217473884141 -2.48470588235294
"2476" "positiu" 1 "escriptura" 36 36 "casat" "reg_no" "autonom" 75 416 8000 0 3875 5175 74.8792270531401 3.168
"2477" "positiu" 13 "pares" 48 28 "casat" "reg_no" "fixe" 90 105 0 0 1200 1590 75.4716981132076 0.6
"2478" "positiu" 10 "lloguer" 36 38 "casat" "reg_no" "fixe" 66 210 0 0 500 1171 42.6985482493595 10.368
"2479" "positiu" 2 "escriptura" 60 33 "casat" "reg_no" "fixe" 35 146 8000 2000 1000 1844 54.2299349240781 5.46
"2480" "positiu" 2 "pares" 60 30 "divorciat" "reg_no" "autonom" 35 150 0 0 1500 1671 89.7666068222621 4.6
"2481" "negatiu" 0 "escriptura" 36 36 "casat" "reg_no" "altres sit" 45 105 5000 3000 1000 1620 61.7283950617284 1.08
"2482" "positiu" 13 "escriptura" 60 28 "casat" "reg_no" "fixe" 45 148 3500 144 1350 1496 90.2406417112299 4.51377777777778
"2483" "positiu" 0 "contr_privat" 48 56 "casat" "reg_no" "altres sit" 35 84 4500 50 700 940 74.468085106383 3.32571428571429
"2484" "positiu" 8 "lloguer" 48 39 "casat" "reg_no" "autonom" 66 60 0 0 700 1580 44.3037974683544 -0.411428571428571
"2485" "positiu" 4 "escriptura" 36 54 "casat" "reg_no" "autonom" 35 80 25000 0 1400 1490 93.9597315436242 1.15714285714286
"2486" "positiu" 15 "pares" 60 35 "solter" "reg_no" "fixe" 45 226 6000 2200 1350 1609 83.9030453697949 7.06666666666667
"2487" "positiu" 1 "escriptura" 48 29 "casat" "reg_no" "fixe" 45 130 4000 0 1000 1777 56.274620146314 4.08
"2488" "negatiu" 20 "lloguer" 60 47 "casat" "reg_no" "fixe" 85 100 8000 0 1250 1250 100 0.72
"2489" "positiu" 2 "escriptura" 60 35 "casat" "reg_no" "altres sit" 60 175 2500 0 1250 1412 88.5269121813031 5.52
"2490" "negatiu" 0 "altres_viv" 60 32 "solter" "reg_no" "temporal" 35 109 0 0 600 1690 35.5029585798817 7.4
"2491" "positiu" 0 "lloguer" 60 35 "solter" "reg_no" "fixe" 51 163 0 0 1000 1353 73.909830007391 6.72
"2492" "positiu" 15 "altres_viv" 36 30 "casat" "reg_no" "fixe" 45 131 0 0 250 1341 18.6428038777032 12.384
"2493" "positiu" 24 "escriptura" 48 39 "casat" "reg_no" "fixe" 75 125 6000 200 1000 1409 70.97232079489 2.304
"2494" "positiu" 15 "escriptura" 48 57 "casat" "reg_no" "autonom" 35 212 65000 0 1300 1852 70.1943844492441 6.53538461538462
"2495" "negatiu" 1 "lloguer" 24 32 "solter" "reg_no" "autonom" 35 70 0 0 290 490 59.1836734693878 2.89655172413793
"2496" "positiu" 17 "lloguer" 30 45 "casat" "reg_no" "fixe" 55 104 0 0 550 575 95.6521739130435 2.67272727272727
"2497" "negatiu" 1 "lloguer" 24 24 "solter" "reg_no" "temporal" 42 65 0 0 750 1192 62.9194630872483 0.736
"2498" "negatiu" 2 "pares" 60 23 "solter" "reg_si" "temporal" 35 75 0 0 1100 1139 96.57594381036 2.18181818181818
"2499" "positiu" 0 "pares" 60 24 "solter" "reg_no" "fixe" 35 126 1500 0 900 1092 82.4175824175824 6.06666666666667
"2500" "positiu" 0 "pares" 18 20 "casat" "reg_no" "fixe" 35 91 0 0 600 750 80 1.68
"2501" "positiu" 14 "lloguer" 36 49 "casat" "reg_no" "fixe" 70 103 0 0 500 1017 49.1642084562439 2.376
"2502" "positiu" 2 "pares" 60 24 "solter" "reg_no" "fixe" 35 100 0 0 1600 1601 99.9375390381012 2.4375
"2503" "positiu" 7 "lloguer" 60 40 "casat" "reg_si" "autonom" 76 164 3000 0 800 1032 77.5193798449612 6.6
"2504" "positiu" 6 "escriptura" 60 31 "casat" "reg_no" "fixe" 45 131 4000 1600 600 1661 36.1228175797712 7
"2505" "positiu" 2 "altres_viv" 18 25 "casat" "reg_si" "autonom" 60 190 0 0 850 1400 60.7142857142857 2.75294117647059
"2506" "positiu" 0 "altres_viv" 48 39 "casat" "reg_no" "fixe" 60 85 0 0 1450 1594 90.9661229611041 0.827586206896552
"2507" "negatiu" 2 "contr_privat" 60 22 "casat" "reg_no" "temporal" 35 60 2800 0 1300 1422 91.4205344585091 1.15384615384615
"2508" "negatiu" 0 "escriptura" 36 30 "divorciat" "reg_no" "autonom" 60 48 7000 0 300 365 82.1917808219178 -1.44
"2509" "positiu" 0 "pares" 60 21 "solter" "reg_no" "temporal" 45 312 10000 0 1033 1175 87.9148936170213 15.5082284607938
"2510" "positiu" 0 "pares" 24 22 "solter" "reg_no" "temporal" 35 80 0 0 650 1356 47.9351032448378 1.66153846153846
"2511" "negatiu" 0 "lloguer" 18 28 "casat" "reg_si" "fixe" 68 83 0 0 200 300 66.6666666666667 1.35
"2512" "positiu" 8 "escriptura" 24 32 "casat" "reg_no" "fixe" 60 77 4000 0 350 865 40.4624277456647 1.16571428571429
"2513" "positiu" 2 "pares" 24 23 "solter" "reg_no" "autonom" 35 63 20000 0 600 2143 27.9981334577695 1.12
"2514" "positiu" 0 "pares" 24 36 "casat" "reg_no" "altres sit" 90 31 0 0 625 725 86.2068965517241 -2.2656
"2515" "negatiu" 2 "lloguer" 60 20 "solter" "reg_no" "fixe" 46 108 0 0 1200 1300 92.3076923076923 3.1
"2516" "positiu" 4 "escriptura" 60 25 "casat" "reg_no" "fixe" 45 68 4500 1379 725 1460 49.6575342465753 0.762206896551724
"2517" "positiu" 5 "pares" 30 24 "casat" "reg_no" "fixe" 35 120 0 0 700 1804 38.8026607538803 3.64285714285714
"2518" "positiu" 8 "escriptura" 36 35 "casat" "reg_si" "fixe" 45 213 6000 0 1700 2450 69.3877551020408 3.55764705882353
"2519" "positiu" 10 "pares" 48 58 "casat" "reg_no" "altres sit" 35 450 2500 0 1200 1505 79.734219269103 16.6
"2520" "positiu" 5 "escriptura" 60 32 "casat" "reg_no" "fixe" 45 145 13000 0 1500 1850 81.0810810810811 4
"2521" "negatiu" 15 "escriptura" 36 56 "casat" "reg_si" "autonom" 35 90 16000 0 800 1300 61.5384615384615 2.475
"2522" "positiu" 2 "lloguer" 60 53 "vidu" "reg_no" "fixe" 46 114 0 0 1050 1348 77.893175074184 3.88571428571429
"2523" "positiu" 2 "pares" 60 26 "solter" "reg_no" "fixe" 35 104 10000 0 1400 1490 93.9597315436242 2.95714285714286
"2524" "positiu" 20 "escriptura" 60 40 "casat" "reg_no" "fixe" 45 240 8000 0 900 950 94.7368421052632 13
"2525" "positiu" 1 "escriptura" 36 48 "casat" "reg_no" "altres sit" 45 45 32000 0 1500 2700 55.5555555555556 0
"2526" "positiu" 10 "pares" 60 28 "solter" "reg_no" "fixe" 35 70 3500 0 1300 1743 74.5840504876649 1.61538461538462
"2527" "positiu" 0 "escriptura" 60 34 "casat" "reg_no" "fixe" 60 85 4000 0 1100 1628 67.5675675675676 1.36363636363636
"2528" "positiu" 11 "escriptura" 60 28 "casat" "reg_no" "fixe" 35 82 1500 0 1090 1491 73.1052984574111 2.58715596330275
"2529" "negatiu" 2 "lloguer" 24 30 "casat" "reg_no" "temporal" 53 80 0 0 500 975 51.2820512820513 1.296
"2530" "negatiu" 20 "escriptura" 48 47 "casat" "reg_no" "autonom" 45 66 1600 0 1200 1668 71.9424460431655 0.84
"2531" "negatiu" 0 "contr_privat" 60 43 "casat" "reg_no" "temporal" 90 82 4000 0 600 790 75.9493670886076 -0.8
"2532" "positiu" 3 "escriptura" 60 41 "casat" "reg_no" "fixe" 75 99 16000 500 1000 3300 30.3030303030303 1.14
"2533" "positiu" 28 "escriptura" 48 54 "casat" "reg_no" "autonom" 75 46 15000 0 900 1300 69.2307692307692 -1.54666666666667
"2534" "positiu" 23 "altres_viv" 54 38 "divorciat" "reg_no" "fixe" 60 178 0 0 740 989 74.8230535894843 8.61081081081081
"2535" "positiu" 4 "lloguer" 60 30 "casat" "reg_no" "fixe" 60 147 5500 2000 1700 1719 98.8947062245492 2.36470588235294
"2536" "positiu" 11 "escriptura" 48 41 "casat" "reg_si" "autonom" 45 280 4000 1300 1000 1350 74.0740740740741 10.656
"2537" "positiu" 12 "escriptura" 60 45 "casat" "reg_no" "autonom" 35 75 4000 0 1000 1100 90.9090909090909 2.4
"2538" "positiu" 6 "escriptura" 6 29 "casat" "reg_no" "fixe" 45 190 5000 0 200 2179 9.17852225791647 4.35
"2539" "negatiu" 0 "escriptura" 6 33 "solter" "reg_si" "temporal" 45 240 4500 0 675 1146 58.9005235602094 1.73333333333333
"2540" "positiu" 1 "pares" 48 25 "solter" "reg_no" "autonom" 35 280 6000 0 1100 1650 66.6666666666667 10.6909090909091
"2541" "negatiu" 8 "altres_viv" 60 41 "casat" "reg_no" "autonom" 45 62 0 0 1800 2101 85.6734888148501 0.566666666666667
"2542" "positiu" 12 "escriptura" 48 35 "casat" "reg_no" "fixe" 60 90 4500 0 900 1097 82.0419325432999 1.6
"2543" "positiu" 17 "pares" 36 33 "divorciat" "reg_si" "fixe" 35 96 0 0 475 475 100 4.62315789473684
"2544" "positiu" 17 "lloguer" 60 44 "casat" "reg_no" "fixe" 51 159 0 0 1100 1668 65.947242206235 5.89090909090909
"2545" "positiu" 1 "escriptura" 48 42 "casat" "reg_no" "fixe" 75 155 8000 0 600 1680 35.7142857142857 6.4
"2546" "positiu" 19 "lloguer" 60 42 "solter" "reg_no" "fixe" 43 78 0 0 730 1070 68.2242990654206 2.87671232876712
"2547" "negatiu" 0 "lloguer" 24 42 "casat" "reg_si" "fixe" 103 283 0 0 1897 2517 75.3675009932459 2.2772799156563
"2548" "positiu" 10 "escriptura" 54 41 "casat" "reg_no" "fixe" 45 130 4500 0 1700 1957 86.8676545733265 2.7
"2549" "positiu" 16 "altres_viv" 42 49 "casat" "reg_si" "fixe" 45 80 0 0 700 950 73.6842105263158 2.1
"2550" "positiu" 0 "lloguer" 36 42 "solter" "reg_si" "temporal" 48 129 0 0 525 525 100 5.55428571428571
"2551" "positiu" 5 "escriptura" 60 49 "casat" "reg_no" "fixe" 35 122 5000 0 1500 1740 86.2068965517241 3.48
"2552" "positiu" 10 "escriptura" 30 32 "casat" "reg_no" "autonom" 60 65 3000 0 600 1200 50 0.25
"2553" "positiu" 7 "pares" 36 24 "solter" "reg_no" "fixe" 35 127 0 0 300 2612 11.4854517611026 11.04
"2554" "positiu" 3 "altres_viv" 48 28 "casat" "reg_no" "fixe" 35 125 1500 0 1500 1689 88.809946714032 2.88
"2555" "positiu" 0 "escriptura" 36 42 "casat" "reg_no" "autonom" 60 260 3000 250 1100 1288 85.4037267080745 6.46363636363636
"2556" "positiu" 10 "lloguer" 60 42 "casat" "reg_no" "fixe" 76 158 5000 0 1000 1000 100 4.92
"2557" "positiu" 32 "escriptura" 36 49 "casat" "reg_no" "fixe" 75 163 4000 0 400 700 57.1428571428571 7.92
"2558" "negatiu" 14 "escriptura" 48 29 "casat" "reg_no" "fixe" 75 131 4000 0 980 2981 32.8748742032875 2.74285714285714
"2559" "positiu" 20 "lloguer" 60 38 "casat" "reg_no" "fixe" 74 140 0 0 1500 1600 93.75 2.64
"2560" "positiu" 26 "escriptura" 60 41 "casat" "reg_no" "fixe" 45 132 0 0 1100 1472 74.7282608695652 4.74545454545455
"2561" "positiu" 10 "contr_privat" 60 46 "casat" "reg_no" "fixe" 75 66 5500 1700 1250 1525 81.9672131147541 -1.248
"2562" "positiu" 6 "escriptura" 60 33 "casat" "reg_no" "temporal" 60 140 6000 0 1150 1715 67.0553935860058 4.17391304347826
"2563" "positiu" 2 "escriptura" 60 23 "solter" "reg_no" "fixe" 35 150 3000 0 2000 4904 40.7830342577488 3.45
"2564" "positiu" 24 "escriptura" 48 39 "casat" "reg_no" "fixe" 75 110 3000 0 1150 1379 83.3937635968093 1.46086956521739
"2565" "negatiu" 2 "contr_privat" 48 27 "casat" "reg_no" "altres sit" 75 59 2500 2200 1200 1530 78.4313725490196 -1.52
"2566" "positiu" 3 "contr_privat" 36 37 "casat" "reg_no" "autonom" 45 199 4500 0 900 1596 56.390977443609 6.16
"2567" "positiu" 1 "pares" 48 23 "solter" "reg_no" "fixe" 35 139 0 0 650 650 100 7.68
"2568" "positiu" 2 "pares" 36 22 "solter" "reg_no" "temporal" 35 100 25000 0 1400 1850 75.6756756756757 1.67142857142857
"2569" "positiu" 16 "lloguer" 60 35 "solter" "reg_no" "fixe" 49 135 0 0 1300 1310 99.236641221374 3.96923076923077
"2570" "positiu" 5 "escriptura" 48 46 "casat" "reg_no" "fixe" 90 137 2000 0 1100 1487 73.9744451916611 2.05090909090909
"2571" "positiu" 1 "lloguer" 60 40 "casat" "reg_no" "fixe" 57 120 0 0 1500 1737 86.3557858376511 2.52
"2572" "positiu" 0 "lloguer" 48 52 "casat" "reg_no" "autonom" 35 142 5000 0 800 1794 44.5930880713489 6.42
"2573" "positiu" 7 "escriptura" 36 41 "casat" "reg_no" "fixe" 75 87 4500 0 2000 2104 95.0570342205323 0.216
"2574" "positiu" 23 "lloguer" 48 57 "solter" "reg_si" "fixe" 49 142 0 0 1300 1450 89.6551724137931 3.43384615384615
"2575" "positiu" 2 "pares" 60 35 "solter" "reg_no" "altres sit" 35 65 0 0 1100 1324 83.0815709969789 1.63636363636364
"2576" "positiu" 10 "escriptura" 6 46 "casat" "reg_no" "autonom" 45 464 10000 0 1100 2235 49.2170022371365 2.28545454545455
"2577" "negatiu" 5 "lloguer" 60 42 "casat" "reg_si" "autonom" 113 83 0 0 1530 1530 100 -1.17647058823529
"2578" "negatiu" 0 "altres_viv" 60 38 "casat" "reg_si" "fixe" 45 120 0 0 1500 1700 88.2352941176471 3
"2579" "positiu" 0 "escriptura" 48 25 "solter" "reg_no" "fixe" 35 126 2800 0 1170 1372 85.2769679300292 3.73333333333333
"2580" "negatiu" 0 "pares" 24 20 "solter" "reg_no" "temporal" 35 66 0 0 550 550 100 1.35272727272727
"2581" "positiu" 2 "lloguer" 48 24 "solter" "reg_no" "fixe" 44 90 0 0 1200 1450 82.7586206896552 1.84
"2582" "positiu" 10 "altres_viv" 60 57 "casat" "reg_no" "fixe" 60 84 9000 0 1400 1423 98.3836964160225 1.02857142857143
"2583" "positiu" 4 "altres_viv" 60 37 "casat" "reg_si" "autonom" 60 61 0 0 1420 1450 97.9310344827586 0.0422535211267606
"2584" "positiu" 4 "pares" 60 27 "casat" "reg_no" "autonom" 35 150 0 0 1050 1214 86.4909390444811 6.57142857142857
"2585" "negatiu" 2 "escriptura" 60 31 "casat" "reg_no" "fixe" 45 55 4000 800 700 1250 56 0.171428571428571
"2586" "positiu" 43 "altres_viv" 24 60 "casat" "reg_no" "fixe" 60 185 0 0 319 1669 19.1132414619533 9.40438871473354
"2587" "positiu" 8 "pares" 48 34 "solter" "reg_no" "fixe" 35 85 0 0 1000 1383 72.3065798987708 2.4
"2588" "positiu" 9 "escriptura" 48 26 "casat" "reg_no" "fixe" 35 101 5000 0 500 1997 25.0375563345018 6.336
"2589" "positiu" 8 "contr_privat" 48 25 "solter" "reg_no" "fixe" 45 180 1500 0 1100 1200 91.6666666666667 5.89090909090909
"2590" "positiu" 30 "altres_viv" 48 50 "casat" "reg_no" "fixe" 45 220 0 0 600 900 66.6666666666667 14
"2591" "negatiu" 2 "escriptura" 48 41 "casat" "reg_no" "fixe" 60 142 4000 0 2000 2465 81.1359026369168 1.968
"2592" "positiu" 5 "pares" 24 32 "casat" "reg_no" "fixe" 35 91 0 0 450 530 84.9056603773585 2.98666666666667
"2593" "negatiu" 2 "lloguer" 60 62 "casat" "reg_si" "altres sit" 41 57 8000 0 1200 1500 80 0.8
"2594" "positiu" 1 "escriptura" 48 27 "solter" "reg_si" "fixe" 45 62 5000 0 1500 1788 83.8926174496644 0.544
"2595" "negatiu" 10 "escriptura" 48 54 "casat" "reg_no" "autonom" 35 27 5000 0 1050 1054 99.6204933586338 -0.365714285714286
"2596" "negatiu" 4 "altres_viv" 36 54 "casat" "reg_no" "autonom" 60 178 0 0 250 350 71.4285714285714 16.992
"2597" "positiu" 22 "altres_viv" 24 36 "casat" "reg_no" "fixe" 45 176 0 0 700 1428 49.0196078431373 4.49142857142857
"2598" "positiu" 7 "escriptura" 60 55 "casat" "reg_no" "fixe" 45 124 5000 0 800 982 81.4663951120163 5.925
"2599" "negatiu" 1 "pares" 60 19 "solter" "reg_no" "fixe" 45 128 9500 2800 1300 1540 84.4155844155844 2.53846153846154
"2600" "negatiu" 7 "escriptura" 60 31 "casat" "reg_no" "fixe" 60 92 3500 991 1050 1158 90.6735751295337 1.26228571428571
"2601" "positiu" 7 "altres_viv" 48 55 "casat" "reg_no" "fixe" 75 100 6000 0 1200 1700 70.5882352941177 1
"2602" "positiu" 21 "escriptura" 36 37 "casat" "reg_no" "fixe" 75 300 7000 3500 1100 1876 58.63539445629 6.21818181818182
"2603" "positiu" 8 "escriptura" 24 51 "casat" "reg_no" "fixe" 45 167 8000 0 250 400 62.5 11.712
"2604" "positiu" 25 "escriptura" 60 51 "casat" "reg_no" "fixe" 60 222 7000 0 1300 1400 92.8571428571429 7.47692307692308
"2605" "negatiu" 1 "pares" 48 22 "solter" "reg_no" "autonom" 35 120 10000 0 650 722 90.0277008310249 6.27692307692308
"2606" "positiu" 0 "lloguer" 60 57 "casat" "reg_no" "altres sit" 43 80 0 0 1200 1515 79.2079207920792 1.85
"2607" "negatiu" 5 "lloguer" 48 48 "casat" "reg_si" "autonom" 65 50 0 0 1200 1487 80.6993947545393 -0.6
"2608" "positiu" 13 "pares" 60 28 "casat" "reg_no" "fixe" 35 138 0 0 1080 1192 90.6040268456376 5.72222222222222
"2609" "positiu" 2 "lloguer" 36 54 "casat" "reg_no" "fixe" 54 187 0 0 1200 2050 58.5365853658537 3.99
"2610" "negatiu" 1 "escriptura" 60 53 "casat" "reg_no" "autonom" 35 140 8000 0 1600 2222 72.007200720072 3.9375
"2611" "positiu" 7 "pares" 60 25 "solter" "reg_no" "fixe" 35 58 28000 0 1100 1338 82.2122571001495 1.25454545454545
"2612" "positiu" 18 "altres_viv" 36 42 "solter" "reg_no" "fixe" 35 83 0 0 700 1380 50.7246376811594 2.46857142857143
"2613" "negatiu" 1 "lloguer" 36 40 "divorciat" "reg_no" "altres sit" 79 38 0 0 400 400 100 -3.69
"2614" "positiu" 6 "escriptura" 48 35 "casat" "reg_no" "autonom" 60 201 3500 350 1300 1588 81.8639798488665 5.07692307692308
"2615" "negatiu" 2 "escriptura" 60 42 "vidu" "reg_no" "altres sit" 45 35 6000 0 650 865 75.1445086705202 -0.923076923076923
"2616" "positiu" 12 "escriptura" 48 31 "casat" "reg_no" "fixe" 60 84 5000 0 700 1702 41.1280846063455 1.64571428571429
"2617" "positiu" 7 "pares" 60 30 "solter" "reg_no" "fixe" 35 95 0 0 900 1158 77.720207253886 4
"2618" "positiu" 18 "escriptura" 36 41 "casat" "reg_no" "fixe" 45 104 12000 800 900 1607 56.0049782202862 2.04
"2619" "positiu" 6 "escriptura" 36 58 "casat" "reg_no" "fixe" 60 390 45000 0 1000 2318 43.1406384814495 11.88
"2620" "positiu" 10 "escriptura" 60 50 "casat" "reg_no" "fixe" 75 209 13500 0 1450 1786 81.1870100783875 5.5448275862069
"2621" "positiu" 7 "contr_privat" 48 27 "casat" "reg_no" "fixe" 60 71 800 0 800 1505 53.156146179402 0.66
"2622" "positiu" 1 "pares" 36 33 "casat" "reg_no" "fixe" 35 200 0 0 600 1580 37.9746835443038 9.9
"2623" "negatiu" 1 "escriptura" 60 47 "divorciat" "reg_no" "fixe" 35 48 5000 0 1200 1445 83.0449826989619 0.65
"2624" "negatiu" 0 "pares" 60 38 "divorciat" "reg_si" "autonom" 45 110 0 0 700 1738 40.2761795166858 5.57142857142857
"2625" "positiu" 7 "escriptura" 24 41 "casat" "reg_no" "autonom" 45 150 6000 0 1200 2676 44.8430493273543 2.1
"2626" "negatiu" 16 "escriptura" 36 30 "casat" "reg_no" "fixe" 45 82 4500 0 800 975 82.0512820512821 1.665
"2627" "positiu" 10 "escriptura" 36 49 "casat" "reg_no" "autonom" 45 126 5000 0 800 1150 69.5652173913043 3.645
"2628" "positiu" 11 "escriptura" 48 53 "casat" "reg_no" "fixe" 45 111 5000 0 1300 1763 73.7379466817924 2.43692307692308
"2629" "positiu" 20 "escriptura" 48 44 "casat" "reg_no" "fixe" 45 87 3000 0 800 1694 47.2255017709563 2.52
"2630" "positiu" 1 "lloguer" 6 34 "casat" "reg_no" "autonom" 99 535 0 0 500 1196 41.8060200668896 5.232
"2631" "positiu" 8 "lloguer" 36 51 "casat" "reg_si" "autonom" 60 100 0 0 400 600 66.6666666666667 3.6
"2632" "negatiu" 1 "escriptura" 60 36 "casat" "reg_si" "autonom" 45 38 4000 2000 1500 1743 86.0585197934596 -1.08
"2633" "positiu" 13 "altres_viv" 48 40 "casat" "reg_si" "autonom" 75 270 0 0 2300 2750 83.6363636363636 4.0695652173913
"2634" "negatiu" 8 "pares" 36 27 "solter" "reg_no" "temporal" 35 53 0 0 225 350 64.2857142857143 2.88
"2635" "negatiu" 1 "escriptura" 36 38 "casat" "reg_no" "autonom" 90 49 7000 300 1200 1619 74.1198270537369 -1.32
"2636" "positiu" 13 "altres_viv" 60 40 "casat" "reg_no" "fixe" 60 140 0 0 700 1465 47.7815699658703 6.85714285714286
"2637" "positiu" 2 "pares" 60 24 "solter" "reg_no" "fixe" 35 67 0 0 316 1080 29.2592592592593 6.07594936708861
"2638" "positiu" 6 "escriptura" 48 37 "casat" "reg_no" "autonom" 45 189 15750 3000 2300 2936 78.3378746594005 2.37913043478261
"2639" "positiu" 0 "lloguer" 60 30 "casat" "reg_no" "fixe" 43 80 0 0 1000 1056 94.6969696969697 2.22
"2640" "positiu" 8 "lloguer" 48 44 "casat" "reg_no" "fixe" 62 170 0 0 1000 1387 72.0980533525595 5.184
"2641" "positiu" 8 "contr_privat" 36 31 "casat" "reg_no" "fixe" 60 110 2000 360 400 450 88.8888888888889 4.176
"2642" "positiu" 4 "altres_viv" 60 27 "casat" "reg_no" "fixe" 35 98 5000 0 1200 1609 74.580484773151 3.15
"2643" "negatiu" 7 "pares" 24 31 "casat" "reg_no" "autonom" 35 67 0 0 200 2000 10 3.84
"2644" "positiu" 3 "escriptura" 12 28 "casat" "reg_no" "fixe" 35 120 8000 0 1000 2997 33.3667000333667 1.02
"2645" "positiu" 8 "escriptura" 36 38 "casat" "reg_no" "fixe" 45 150 23000 0 2800 4400 63.6363636363636 1.35
"2646" "positiu" 1 "pares" 36 25 "solter" "reg_no" "fixe" 35 62 0 0 750 1366 54.904831625183 1.296
"2647" "positiu" 17 "escriptura" 48 51 "casat" "reg_no" "autonom" 35 100 16000 0 1100 1358 81.0014727540501 2.83636363636364
"2648" "positiu" 3 "escriptura" 60 36 "casat" "reg_no" "fixe" 45 160 6500 0 1500 2038 73.6015701668302 4.6
"2649" "positiu" 13 "escriptura" 48 37 "casat" "reg_no" "fixe" 60 205 5000 0 600 1243 48.2703137570394 11.6
"2650" "negatiu" 9 "lloguer" 60 37 "solter" "reg_no" "fixe" 47 115 0 0 1600 1800 88.8888888888889 2.55
"2651" "negatiu" 0 "altres_viv" 48 45 "casat" "reg_si" "fixe" 45 67 0 0 1000 1135 88.1057268722467 1.056
"2652" "negatiu" 0 "altres_viv" 60 51 "casat" "reg_no" "autonom" 60 117 0 0 1300 1321 98.4102952308857 2.63076923076923
"2653" "negatiu" 15 "escriptura" 24 34 "casat" "reg_no" "autonom" 35 185 1200 1690 1300 2099 61.9342544068604 2.45723076923077
"2654" "positiu" 15 "escriptura" 12 39 "casat" "reg_no" "autonom" 60 110 4000 0 700 1100 63.6363636363636 0.857142857142857
"2655" "positiu" 1 "escriptura" 60 49 "casat" "reg_no" "fixe" 105 531 47000 0 1400 1601 87.4453466583385 18.2571428571429
